easting,northing,elevation,distanceToWatercourse,localAuthority,households,numberOfPostcodeUnits,headcount,Suspect Charged,Porosity Max(%),Permeability category,Permeability Max(m�),Permeability Min(m�),Description,PSD min(mm),Organic soil,predicted medianPrice
532600,165800,60.0,3230.0,Croydon,63758.0,2862.0,170306.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,475891.52543706994
516274,156533,40.0,620.0,Mole Valley,10478.0,1279.0,24918.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,419398.10675219155
412140,91407,30.0,2720.0,"Bournemouth, Christchurch and Poole",6261.0,365.0,11263.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,352950.26037846366
281064,77424,50.0,80.0,Teignbridge,10952.0,1252.0,24396.0,546,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,456528.46651785716
600343,143701,50.0,820.0,Ashford,13311.0,1033.0,34683.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,395207.40904033865
471656,139156,110.0,260.0,East Hampshire,12765.0,1503.0,33558.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,614721.1330347173
242996,59178,20.0,550.0,Cornwall,9735.0,845.0,21801.0,546,,,,,,,,361362.8740309435
457300,169700,110.0,420.0,West Berkshire,13178.0,1877.0,36324.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,659315.6780456726
201007,51941,40.0,350.0,Cornwall,11576.0,907.0,27666.0,546,,,,,,,,384108.14954114764
548687,176225,50.0,3110.0,Bexley,14507.0,814.0,36100.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,448540.9147948003
459761,84434,20.0,860.0,Isle of Wight,8031.0,638.0,16584.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,281973.8362830861
177645,39476,10.0,250.0,Cornwall,5744.0,575.0,13002.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,411450.93376100436
524537,171307,50.0,2050.0,Merton,34043.0,2621.0,80550.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1463522.193452381
573286,169439,20.0,1520.0,Medway,16413.0,1222.0,42823.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,333830.8957181831
557285,121003,150.0,990.0,Wealden,6968.0,907.0,16967.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,494479.79817113775
539322,172279,50.0,1430.0,Lewisham,24250.0,1687.0,60637.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,427828.5407899609
447563,164569,110.0,800.0,West Berkshire,,,,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,526653.4020524672
575118,141032,40.0,1120.0,Tunbridge Wells,11985.0,1502.0,31362.0,1711,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,1658489.5297619049
357833,108015,80.0,810.0,Dorset,11786.0,1275.0,25912.0,964,,,,,,,,423065.35465992347
445302,164550,120.0,1000.0,West Berkshire,16998.0,1721.0,42335.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,431235.93213520653
497779,149304,90.0,1830.0,Guildford,12236.0,928.0,35831.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,546972.0708651473
471321,174026,40.0,540.0,Reading,7749.0,946.0,18786.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,623257.7925541659
507456,185335,40.0,1470.0,Hillingdon,13042.0,951.0,39184.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,860005.5236225955
553306,172223,30.0,1780.0,Dartford,9283.0,643.0,24260.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,416527.49680760957
347292,170226,30.0,1040.0,North Somerset,10063.0,927.0,23524.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,379408.1407323211
449100,167600,80.0,210.0,West Berkshire,,,,759,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,511909.28055495286
524199,174724,20.0,1190.0,Wandsworth,26534.0,1852.0,63974.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,965009.5282738095
376879,168444,100.0,1460.0,Bath and North East Somerset,19809.0,2178.0,42246.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,588872.3927498716
297700,81806,0.0,750.0,Teignbridge,6319.0,857.0,14975.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,348818.6992402226
366243,154111,90.0,530.0,Bath and North East Somerset,14451.0,1458.0,37449.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,302557.22774496867
414736,130355,50.0,980.0,Wiltshire,13169.0,1086.0,30982.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,499223.3252820296
501717,171094,20.0,720.0,Runnymede,9678.0,974.0,27424.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,505644.9545407003
442228,114037,30.0,740.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,500133.5888364833
467015,171904,60.0,1150.0,West Berkshire,11055.0,789.0,28736.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,427756.5931086214
479485,154058,70.0,190.0,Hart,9667.0,963.0,25130.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,594007.340393096
620281,168040,30.0,210.0,Canterbury,17362.0,1295.0,40490.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,415845.69558575307
271393,125837,140.0,850.0,North Devon,3995.0,454.0,10045.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,308714.7544590592
612447,131785,10.0,1170.0,Folkestone and Hythe,6334.0,616.0,13219.0,1711,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,441459.0825892857
282756,61078,50.0,890.0,South Hams,8529.0,1055.0,19785.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,459477.33291673195
439336,113423,10.0,350.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,507867.1845177553
609584,146337,160.0,3970.0,Ashford,6654.0,861.0,19285.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,497581.8222426142
637600,152600,10.0,1370.0,Dover,16924.0,1365.0,35532.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,388536.7337249211
510140,179496,30.0,570.0,Hillingdon,16313.0,1358.0,56884.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,824493.8029263598
358745,179571,70.0,1470.0,"Bristol, City of",12117.0,881.0,30606.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,297574.63703498134
296117,113606,70.0,860.0,Mid Devon,14368.0,1494.0,33738.0,534,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,303230.54607650987
324436,92482,30.0,270.0,East Devon,1890.0,240.0,3869.0,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,413814.54742981127
382271,111790,50.0,60.0,Dorset,12771.0,1219.0,30237.0,552,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,523741.1383805877
526045,141674,60.0,600.0,Mole Valley,12423.0,1299.0,35063.0,302,,,,,,,,882182.3828928834
360519,181775,70.0,1620.0,South Gloucestershire,10265.0,697.0,24755.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,376518.87788319297
325950,91103,20.0,520.0,East Devon,5503.0,571.0,9854.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,380147.76017532835
525907,163866,60.0,4120.0,Sutton,16608.0,1234.0,43871.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,527267.189588285
532006,162186,60.0,4140.0,Croydon,12705.0,1059.0,33371.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,539206.4279128071
361800,180774,50.0,310.0,South Gloucestershire,12841.0,1036.0,36399.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,354987.24560744525
516131,115850,20.0,890.0,Horsham,4581.0,357.0,10012.0,506,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,469737.26517174626
515237,104062,10.0,840.0,Worthing,13243.0,1024.0,31088.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,364908.18062341213
181399,45907,90.0,570.0,Cornwall,9753.0,1136.0,23406.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,321842.00768849207
632021,140652,0.0,500.0,Dover,9842.0,678.0,22278.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,266187.2440959941
524903,170617,20.0,2360.0,Merton,34043.0,2621.0,80550.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,754844.6051416255
458672,101674,10.0,1270.0,Gosport,14701.0,926.0,35702.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,334713.04295167065
494120,105912,10.0,2410.0,Arun,15930.0,1454.0,36181.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,428736.94849777746
413857,130232,50.0,150.0,Wiltshire,13169.0,1086.0,30982.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,345493.18379611394
510611,173074,20.0,1500.0,Hounslow,14199.0,1074.0,39916.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,574486.633533135
481819,155439,70.0,70.0,Hart,9667.0,963.0,25130.0,302,,,,,,,,475822.8776388937
322658,89444,40.0,4000.0,East Devon,5503.0,571.0,9854.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,490752.8625788301
558841,146149,30.0,540.0,Tonbridge and Malling,7551.0,698.0,19262.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,526389.7281887903
564200,162300,180.0,3280.0,Gravesham,5912.0,499.0,14332.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,516391.10425096366
485089,170534,60.0,390.0,Bracknell Forest,10879.0,1106.0,29381.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,756048.6284951528
510750,171973,20.0,4230.0,Hounslow,14199.0,1074.0,39916.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,420762.8005384387
521017,105435,10.0,120.0,Adur,10287.0,657.0,24263.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,508880.8350989003
509429,176366,30.0,1270.0,Hillingdon,,,,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,527018.2904155703
509781,182612,30.0,600.0,Hillingdon,13779.0,970.0,42608.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,469607.4575892857
541290,101384,40.0,3210.0,Lewes,8326.0,619.0,19916.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,361479.3935144044
337567,139936,30.0,760.0,Sedgemoor,6502.0,674.0,15887.0,964,,,,,,,,419139.857603458
292656,92951,40.0,1320.0,Exeter,9517.0,1063.0,27622.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,325135.42885904363
417418,93741,10.0,910.0,"Bournemouth, Christchurch and Poole",25264.0,1968.0,55303.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,439792.6911416741
509475,191337,70.0,1490.0,Hillingdon,9406.0,971.0,23468.0,834,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,633238.9811507936
529629,169313,30.0,2930.0,Merton,33397.0,2065.0,85970.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,442525.3074292217
483509,161239,60.0,160.0,Bracknell Forest,7611.0,503.0,18996.0,1089,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,481304.3841369847
332917,151376,10.0,3050.0,Sedgemoor,5388.0,518.0,13524.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,438274.13392857136
505938,164868,20.0,380.0,Runnymede,11894.0,965.0,30173.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,619782.9463233396
244215,129351,10.0,490.0,Torridge,18583.0,1521.0,39460.0,546,,,,,,,,338814.84470663266
295966,76636,10.0,210.0,Teignbridge,6194.0,593.0,14638.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,268028.0491071429
544675,101213,10.0,180.0,Lewes,6015.0,541.0,13906.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,302638.30500593444
225172,69361,230.0,730.0,Cornwall,10719.0,1158.0,24840.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,328128.7038690476
579630,155428,70.0,1030.0,Maidstone,13387.0,1428.0,34286.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,481106.8610678661
464343,100366,10.0,1930.0,Portsmouth,17847.0,1046.0,42522.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,279860.0361576955
155745,37099,10.0,820.0,Cornwall,6794.0,661.0,16257.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,288869.4345238095
364590,158231,130.0,1990.0,Bath and North East Somerset,,,,964,,,,,,,,501703.5958675922
514049,154109,80.0,3080.0,Mole Valley,4671.0,481.0,11321.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,603174.9510453633
447574,109858,30.0,670.0,Eastleigh,19164.0,1533.0,48662.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,368212.87005719
529905,174186,30.0,4200.0,Lambeth,17410.0,1428.0,41176.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,694881.0137260128
409725,92040,40.0,1960.0,"Bournemouth, Christchurch and Poole",10939.0,1105.0,23696.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,328978.24968550436
508783,177694,30.0,2220.0,Hillingdon,16313.0,1358.0,56884.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,363003.2180059524
181935,44797,30.0,240.0,Cornwall,9753.0,1136.0,23406.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,343188.468979551
464249,112642,60.0,620.0,Winchester,17346.0,1445.0,42689.0,759,,,,,,,,485751.24648681923
254550,132511,30.0,950.0,North Devon,11321.0,1200.0,28411.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,319096.6550453515
528212,150643,80.0,1180.0,Reigate and Banstead,19715.0,1827.0,50437.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,629940.904237041
480202,169407,50.0,150.0,Wokingham,,,,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,511493.395940525
516440,156739,40.0,760.0,Mole Valley,10478.0,1279.0,24918.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,473955.4040205661
518110,167802,20.0,1530.0,Kingston upon Thames,13970.0,1157.0,32921.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,522209.8556005297
635837,148228,60.0,5620.0,Dover,16924.0,1365.0,35532.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,450827.326140873
449810,88354,30.0,710.0,Isle of Wight,12952.0,1275.0,31257.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,277170.63988095237
486211,161513,70.0,530.0,Bracknell Forest,13655.0,1493.0,36131.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,415428.86178691685
459875,188939,50.0,130.0,South Oxfordshire,10917.0,1314.0,28488.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,445012.7972522757
432090,112971,20.0,180.0,New Forest,17572.0,1266.0,41106.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,494835.6574390107
632151,142473,60.0,1250.0,Dover,8926.0,818.0,21093.0,1711,,,,,,,,380835.49101597164
429900,102000,20.0,530.0,New Forest,,,,759,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,537343.0304465012
436302,145363,60.0,80.0,Test Valley,17029.0,1359.0,39796.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,315547.1124890873
488755,158277,80.0,1440.0,Surrey Heath,9406.0,783.0,24136.0,302,55.0,Low to moderate,1e-05,1e-07,"silt, sand ",0.002,0.0,437338.0042015004
414801,105281,20.0,740.0,New Forest,10610.0,1057.0,24892.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,388192.31345196685
621028,141134,150.0,6490.0,Folkestone and Hythe,5926.0,510.0,14893.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,367374.5369994589
531406,166024,40.0,2100.0,Croydon,,,,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,533136.2912626709
559534,127666,80.0,2080.0,Wealden,1719.0,236.0,3760.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,714140.5188370789
516454,103417,10.0,460.0,Worthing,17335.0,1416.0,34441.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,369562.8167075786
486667,103862,10.0,1290.0,Chichester,14499.0,1455.0,33528.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,506396.67267932
563936,169797,50.0,5040.0,Gravesham,5912.0,499.0,14332.0,1103,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,472894.5288021081
453532,120536,80.0,2030.0,Winchester,8384.0,825.0,23674.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,582044.2610929692
502273,171587,20.0,840.0,Runnymede,11533.0,1207.0,26696.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,624009.1795862637
248900,54400,10.0,960.0,Plymouth,15594.0,1254.0,35312.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,237108.84318727494
433882,115202,20.0,1180.0,New Forest,17572.0,1266.0,41106.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,521797.1847563308
549608,173648,20.0,1640.0,Bexley,8456.0,581.0,21268.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,470543.32563403517
631702,142177,20.0,750.0,Dover,8926.0,818.0,21093.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,297325.7683896097
510772,165445,20.0,2340.0,Elmbridge,16118.0,1398.0,39937.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1222902.9250283446
510063,166297,20.0,720.0,Elmbridge,16118.0,1398.0,39937.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,892866.5721744177
503671,102373,10.0,1520.0,Arun,12935.0,933.0,33161.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,370803.5690198579
391346,163946,40.0,380.0,Wiltshire,10765.0,957.0,28538.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,314292.7388516548
444228,116176,10.0,1360.0,Southampton,15955.0,1107.0,37465.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,775184.5225543282
526100,106900,40.0,4060.0,Brighton and Hove,,,,506,,,,,,,,483468.3657329242
528093,104866,10.0,4620.0,Brighton and Hove,39665.0,2541.0,80963.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,482762.6654222513
536154,170773,30.0,1100.0,Bromley,21766.0,1551.0,49900.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,609057.3582797121
515988,171139,10.0,850.0,Richmond upon Thames,10483.0,974.0,24417.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,797841.8988187407
547749,159786,180.0,4160.0,Sevenoaks,6329.0,792.0,16639.0,42,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,667467.5897535103
534192,179290,10.0,1020.0,Southwark,20623.0,1580.0,53697.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,592506.6237647958
524699,155110,160.0,4280.0,Reigate and Banstead,8744.0,936.0,21640.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,881816.0382327832
291588,66426,70.0,1450.0,Torbay,15518.0,1245.0,36522.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,267030.5115504535
463472,176458,50.0,480.0,West Berkshire,7877.0,1199.0,19352.0,1089,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,657045.0375730421
576886,167241,40.0,2710.0,Medway,21162.0,1284.0,52165.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,259580.89388939866
575889,152634,70.0,180.0,Maidstone,19974.0,1690.0,53310.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,381000.32370743627
523429,165085,40.0,2060.0,Sutton,11620.0,636.0,29921.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,501685.42054013273
609964,154868,20.0,670.0,Canterbury,7152.0,957.0,17187.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,471646.42238335544
530100,159800,80.0,5440.0,Croydon,12033.0,1027.0,31015.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,512077.8599771153
363865,159134,170.0,1010.0,Bath and North East Somerset,,,,964,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,510399.97465935827
526432,167730,30.0,650.0,Merton,14291.0,764.0,39689.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,399950.94559473346
474044,122768,70.0,130.0,East Hampshire,5160.0,638.0,12267.0,759,,,,,,,,340659.57913889585
380009,151740,70.0,920.0,Mendip,14636.0,1379.0,35288.0,343,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,577873.0316852465
294496,87543,10.0,210.0,Teignbridge,6319.0,857.0,14975.0,546,,,,,,,,404371.17113095237
545132,177992,40.0,1330.0,Greenwich,30798.0,1989.0,84970.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,390036.4793172787
407831,95206,30.0,1640.0,"Bournemouth, Christchurch and Poole",8810.0,594.0,20924.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,332588.1551357417
322196,125158,20.0,250.0,Somerset West and Taunton,18367.0,1553.0,42116.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,264244.56101190473
290509,92968,20.0,650.0,Exeter,22358.0,2095.0,60690.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,339611.6017992424
365181,177110,60.0,1410.0,South Gloucestershire,31861.0,2437.0,91268.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,409599.48174697056
470278,114352,90.0,3400.0,East Hampshire,14184.0,1055.0,35752.0,759,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,403975.83384273574
446397,113941,70.0,1990.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,478493.93827370857
534669,179234,0.0,940.0,Southwark,20623.0,1580.0,53697.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,610935.5707408646
533128,179866,10.0,670.0,Southwark,31597.0,3660.0,73174.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,880756.6815476192
296507,112593,80.0,5740.0,Mid Devon,14368.0,1494.0,33738.0,534,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,342015.13892431976
575708,115192,90.0,2130.0,Rother,5567.0,598.0,12661.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,509669.06728783285
533695,158978,90.0,6640.0,Tandridge,12033.0,1027.0,31015.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,590582.8789819956
533378,178838,10.0,1400.0,Southwark,31597.0,3660.0,73174.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1815663.6164965988
441536,107421,20.0,970.0,New Forest,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,504882.72930100607
530942,168689,40.0,3560.0,Croydon,33397.0,2065.0,85970.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,504125.0163695137
487413,182109,50.0,1660.0,Windsor and Maidenhead,32344.0,3456.0,84273.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,668453.9973214286
366083,177961,50.0,940.0,South Gloucestershire,31861.0,2437.0,91268.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,407351.24897211377
466018,101095,10.0,2500.0,Portsmouth,7985.0,578.0,20604.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,296999.66794342943
530594,179049,10.0,1750.0,Lambeth,31597.0,3660.0,73174.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,911630.6279761905
532962,179713,10.0,900.0,Southwark,31597.0,3660.0,73174.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1001991.5014880951
505727,184065,40.0,1070.0,Hillingdon,13266.0,1120.0,38798.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,638164.3634348155
416901,141100,110.0,1190.0,Wiltshire,12277.0,1402.0,38743.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,318593.43277080066
541053,172348,40.0,160.0,Lewisham,11720.0,775.0,28560.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,432413.1836358852
